template_id,category,folder_path,source_file,data_file,output_file,runtime_status,notes
06*NET*002,network_flow,templates/06_NET_network_flow/06_NET_002,多组韦恩图.py,data/simulated_research_data.xlsx,output/preview.png,passed,
07*OPT*001,optimization_decision,templates/07_OPT_optimization_decision/07_OPT_001,HANTS最佳参数选择.py,data/2003/2002_11_17MODD.tif | data/2003/2002_11_25MODD.tif | data/2003/2003_02_02MODD.tif | ...(+30),output/preview.png,passed,
08*PRD*001,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_001,多模型二分类ROC曲线.py,data/simulated_senescence_data.xlsx,output/preview.png,passed,
08*PRD*002,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_002,多模型回归拟合对比图.py,data/01.xlsx | data/02_imputed_data.xlsx | data/03_data_no_outliers.xlsx | ...(+8),output/preview.png,passed,
08*PRD*003,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_003,多模型回归学习曲线与预测评估.py,data/data.xlsx | data/模拟单目标分组回归数据.xlsx,output/preview.png,passed,
08*PRD*004,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_004,多组别回归拟合图.py,data/simulation_data.xlsx,output/preview.png,passed,
08*PRD*005,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_005,回归预测评估多面板图.py,data/data.xlsx | data/Models/model_p1_Ridge.pkl | data/Models/model_p2_SVR.pkl | ...(+16),output/preview.png,passed,
08*PRD*006,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_006,泰勒图.py,data/data.xlsx,output/preview.png,passed,
08*PRD*007,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_007,投票集成学习验证图.py,data/data.xlsx,output/preview.png,passed,
08*PRD*008,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_008,XGBoost二分类评估图.py,data/二分类数据.xlsx,output/preview.png,passed,
08*PRD*009,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_009,XGBoost多分类评估图.py,data/XGBoost_MultiClass_Output_Final/XGB_MultiClassifier_model.joblib | data/XGBoost_MultiClass_Output_Final/林型分类数据.xlsx,output/preview.png,passed,
08*PRD*010,prediction_evaluation,templates/08_PRD_prediction_evaluation/08_PRD_010,XGBoost回归预测评估图.py,data/回归模拟数据.xlsx,output/preview.png,passed,
09*REL*001,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_001,棒棒糖气泡图.py,,output/preview.png,passed,
09*REL*002,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_002,环形效应图.py,,output/preview.png,passed,
09*REL*003,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_003,多层编码相关性热图.py,data/部分相关性.xlsx,output/preview.png,passed,
09*REL*004,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_004,组合式相关性网络热力图.py,data/raw_data.xlsx | data/simulation_results.xlsx,output/preview.png,passed,
09*REL*005,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_005,图双变量对角线分割组合三角热图.py,data/simulation_data.xlsx,output/preview.png,passed,
09*REL*006,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_006,带有误差棒、颜色映射和线性回归线的散点图.py,data/simulation_data.xlsx,output/preview.png,passed,
09*REL*007,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_007,FDR校正相关性分析图.py,data/correlation_data.xlsx,output/preview.png,passed,
09*REL*008,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_008,环状相关性热图-带有分组标注.py,data/data.xlsx,output/preview.png,passed,
09*REL*009,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_009,分组相关性热图.py,data/分组data.xlsx,output/preview.png,passed,
09*REL*010,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_010,分组相关性气泡矩阵.py,data/simulated_correlation_data.xlsx,output/preview.png,passed,
09*REL*011,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_011,横向条形图与关联矩阵组合图.py,,output/preview.png,passed,
09*REL*012,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_012,交互作用气泡图.py,,output/preview.png,passed,
09*REL*013,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_013,Mantel网络相关热图.py,data/simulated_data.xlsx,output/preview.png,passed,
09*REL*014,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_014,多类别散点图矩阵.py,data/iris_data.xlsx,output/preview.png,passed,
09*REL*015,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_015,Pearson相关性热图.py,data/simulated_correlation_data.xlsx,output/preview.png,passed,
09*REL*016,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_016,花瓣状相关性热图.py,data/Bond.xlsx | data/Flexural-shear.xlsx | data/Flexural.xlsx | ...(+1),output/preview.png,passed,
09*REL*017,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_017,带有边缘分布的多组回归拟合散点图.py,data/data.xlsx,output/preview.png,passed,
09*REL*018,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_018,散点矩阵与相关性网络图.py,data/simulated_data.xlsx,output/preview.png,passed,
09*REL*019,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_019,散点图矩阵与无缝相关性热图.py,data/散点图矩阵/pairplot_data.xlsx | data/散点图矩阵/simulated_high_correlation_data.xlsx,output/preview.png,passed,
09*REL*020,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_020,结构方程模型效应分解图.py,,output/preview.png,passed,
09*REL*021,relationship_correlation,templates/09_REL_relationship_correlation/09_REL_021,相关性网络与雷达报告.py,data/data.xlsx,output/preview.png,passed,
10*SEN*001,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_001,按指标分组的随机森林SHAP分析图.py,data/data.xlsx,output/preview.png,passed,
10*SEN*002,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_002,分组SHAP重要性与头部特征图.py,data/simulated_data.xlsx,output/preview.png,passed,
10*SEN*003,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_003,SHAP特征重要性与依赖组合图.py,data/simulated_input_data.xlsx,output/preview.png,passed,
10*SEN*004,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_004,SHAP重要性玫瑰图.py,data/simulated_data.xlsx,output/preview.png,passed,
10*SEN*005,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_005,GAM非线性影响等高线热力图.py,data/Data.xlsx,output/preview.png,passed,
10*SEN*006,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_006,GAM偏依赖与残差分析图.py,data/LST_simulation_data.xlsx,output/preview.png,passed,
10*SEN*007,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_007,SHAP依赖、分布与阈值效应图.py,data/data.xlsx,output/preview.png,passed,
10*SEN*008,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_008,SHAP–GAM特征效应图.py,data/simulated_regression_data.xlsx,output/preview.png,passed,
10*SEN*009,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_009,SHAP重要性、依赖与交互效应图.py,data/data.xlsx,output/preview.png,passed,
10*SEN*010,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_010,SHAP重要性与头部依赖图.py,data/simulated_shap_data.xlsx,output/preview.png,passed,
10*SEN*011,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_011,SHAP交互特征网络图.py,data/mock_data.xlsx,output/preview.png,passed,
10*SEN*012,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_012,SHAP交互作用矩阵热图.py,data/simulation_data.csv,output/preview.png,passed,
10*SEN*013,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_013,SHAP与PDP组合图.py,data/simulated_data.csv,output/preview.png,passed,
10*SEN*014,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_014,多目标SHAP多项式拟合图.py,data/data.xlsx | data/model_A_LST1.joblib | data/model_A_LST2.joblib | ...(+18),output/preview.png,passed,
10*SEN*015,sensitivity_robustness,templates/10_SEN_sensitivity_robustness/10_SEN_015,2维PDP.py,data/simulated_environmental_data.xlsx,output/preview.png,passed,
11*SPA*001,spatial_geographic,templates/11_SPA_spatial_geographic/11_SPA_001,逐像元标准化与多元线性回归.py,data/shiyan/modlst/2003modlst.tif | data/shiyan/modlst/2004modlst.tif | data/shiyan/modlst/2005modlst.tif | ...(+110),output/preview.png,passed,
11*SPA*002,spatial_geographic,templates/11_SPA_spatial_geographic/11_SPA_002,空间移动窗口偏相关栅格.py,data/GST/2004_01_01GST.tif | data/GST/2004_01_09GST.tif | data/GST/2004_01_17GST.tif | ...(+365),output/preview.png,passed,
11*SPA*003,spatial_geographic,templates/11_SPA_spatial_geographic/11_SPA_003,空间移动窗口随机森林与SHAP驱动因子分析.py,data/JS/1982JS.tif | data/JS/1983JS.tif | data/JS/1984JS.tif | ...(+125),output/preview.png,passed,
11*SPA*004,spatial_geographic,templates/11_SPA_spatial_geographic/11_SPA_004,XGBoost与GeoShapley解释图.py,data/model_simulation_results.xlsx,output/preview.png,passed,
12*TRD*001,trend_time_series,templates/12_TRD_trend_time_series/12_TRD_001,双Y轴柱状折线时间序列图.py,,output/preview.png,passed,
12*TRD*002,trend_time_series,templates/12_TRD_trend_time_series/12_TRD_002,滞后相关性分析图.py,data/滞后性分析.xlsx,output/preview.png,passed,
12*TRD*003,trend_time_series,templates/12_TRD_trend_time_series/12_TRD_003,平滑趋势曲线.py,,output/preview.png,passed,
12*TRD*004,trend_time_series,templates/12_TRD_trend_time_series/12_TRD_004,折线图、条形图和双Y轴的复合时间序列图.py,data/simulated_land_data.xlsx,output/preview.png,passed,
